    8031901  4505079.577   446263.976        6.378
    8033401  4504679.416   446287.399        4.079
    9033401  4504321.045   446254.467        7.908
     831000  4505078.925   446018.619        7.841
     832000  4504373.096   445861.999        6.449
     833000  4504731.275   445838.591        7.337
     834000  4504714.673   446120.637        4.295
        -99       0.000       0.000       0.000
